gene	geneName	baseMean	log2FC	stderror	padj
CNAG_03349	NA	1104.943	0.357	0.104	0.001389
CNAG_03352	NA	669.969	0.479	0.134	7.775e-4
CNAG_03353	NA	739.223	1.106	0.116	1.47e-20
CNAG_03354	NA	211.388	0.353	0.156	0.03975
CNAG_03355	TCO4	336.118	-0.193	0.134	0.2061
CNAG_03356	NA	112.716	0.325	0.19	0.1264
CNAG_03357	NA	121.788	0.008	0.218	0.9787
CNAG_03358	NA	7948.308	0.973	0.104	5.973e-20
CNAG_03359	NA	7725.213	0.916	0.092	4.337e-22
CNAG_03360	NA	883.402	1.095	0.131	5.601e-16
CNAG_03361	NA	86.006	0.85	0.226	3.978e-4
CNAG_03362	NA	334.422	-0.11	0.13	0.4748
CNAG_03363	NA	228.3	0.305	0.147	0.05945
CNAG_03364	NA	207.59	0.441	0.151	0.006783
CNAG_03365	NA	633.853	0.291	0.132	0.04406
CNAG_03366	ZNF2	242.105	-1.553	0.169	2.908e-19
CNAG_03367	URK1	149.76	0.147	0.202	0.5448
CNAG_03368	STU2	286.963	0.168	0.15	0.3338
CNAG_03369	SWE102	233.773	-0.103	0.146	0.5562
CNAG_03370	NA	2592.903	-0.313	0.107	0.006504
CNAG_03372	NA	537.248	0	0.122	0.999
CNAG_03373	NA	831.146	0.79	0.105	4.069e-13
CNAG_03374	NA	194.604	-0.641	0.157	1.199e-4
CNAG_03375	NA	3085.373	0.859	0.101	1.415e-16
CNAG_03376	NA	213.188	-0.526	0.154	0.001364
CNAG_03377	NA	238.998	0.37	0.142	0.0163
CNAG_03378	CLR2	449.622	0.682	0.123	1.037e-7
CNAG_03379	NA	176.674	0.638	0.163	2.249e-4
CNAG_03380	NA	237.475	0.684	0.156	3.423e-5
CNAG_03381	NA	42.195	-0.655	0.307	0.05241
CNAG_03382	NA	155.219	-0.33	0.172	0.08367
CNAG_03383	NA	189.419	0.456	0.175	0.01637
CNAG_03384	NA	60.419	-2.365	0.305	5.392e-14
CNAG_03385	PCL103	4281.727	-2.404	0.151	1.2319999999999999e-55
CNAG_03386	NA	306.447	0.711	0.14	1.262e-6
CNAG_03387	NA	584.361	0.237	0.117	0.06719
CNAG_03388	RCO1	202.633	-0.271	0.171	0.16
CNAG_03389	NA	647.519	0.127	0.116	0.3456
CNAG_03390	NA	141.1	0.009	0.196	0.972
CNAG_03391	NA	447.334	0.012	0.119	0.9374
CNAG_03392	NA	141.585	-0.604	0.178	0.001484
CNAG_03393	NA	100.388	0.064	0.213	0.813
CNAG_03394	NA	231.439	-0.473	0.162	0.006836
CNAG_03395	NA	1232.388	-1.005	0.146	3.055e-11
CNAG_03396	NPY1	282.915	0.426	0.151	0.008922
CNAG_03397	NA	732.473	-0.279	0.141	0.07379
CNAG_03398	ZIP2	33.715	0.013	0.32	0.9757
CNAG_03399	NA	698.193	0.232	0.107	0.04744
CNAG_03400	GRE202	25.089	-0.29	0.373	0.5146
CNAG_03401	GAT203	371.717	0.121	0.147	0.4856
CNAG_03402	NA	183.074	0.271	0.162	0.1342
